"model","MASE_train","RMSE_train","MASE_cv","RMSE_cv","sd_MASE_cv","n_folds","lb_pvalue_24"
"tbats",0.729629435614914,2.44944432455115,0.7831557390777,2.49490918715042,0.18886134005875,27,0.0886367926397184
